target,class,cosine,energy_k562,energy_cd4_mix,cells_k562,cells_cd4_mix
EIF3E,translation initiation (EIF),0.120774,260.309,359.91,102,35
EIF3G,translation initiation (EIF),0.0135958,380.26,154.203,49,82
EIF3H,translation initiation (EIF),0.214514,140.423,62.2901,291,523
EIF3J,translation initiation (EIF),0.0487528,128.373,177.119,161,163
EIF3K,translation initiation (EIF),0.109744,101.726,54.5722,138,1986
EIF3L,translation initiation (EIF),0.121327,97.5527,39.932,157,832
EIF3M,translation initiation (EIF),0.0633676,174.363,153.192,125,182
EIF4A1,translation initiation (EIF),0.0754211,292.289,141.208,58,183
EIF4A2,translation initiation (EIF),0.0165523,86.6202,245.66,145,86
EIF4A3,translation initiation (EIF),0.0395167,1195.72,133.344,24,598
EIF4B,translation initiation (EIF),0.0428567,137.867,47.6028,107,1356
EIF4E,translation initiation (EIF),0.0613072,294.725,52.3979,172,455
EIF4E2,translation initiation (EIF),0.0531467,95.7011,18.9937,184,1725
EIF4EBP1,translation initiation (EIF),0.000307211,96.3823,22.549,139,1827
EIF4EBP2,translation initiation (EIF),0.00275243,80.2939,26.1655,163,3007
EIF4ENIF1,translation initiation (EIF),0.0399246,75.1684,40.3654,207,443
EIF4G1,translation initiation (EIF),0.188229,139.128,397.459,223,149
EIF4G2,translation initiation (EIF),0.127862,39.283,114.812,418,801
EIF4G3,translation initiation (EIF),-0.00479338,45.0171,26.5499,278,1060
EIF4H,translation initiation (EIF),0.0528193,70.1537,30.3843,239,1064
EIF5,translation initiation (EIF),0.0267477,57.2044,17.5581,278,1532
EIF5A,translation initiation (EIF),0.169333,123.915,262.428,179,155
EIF5A2,translation initiation (EIF),0.0132405,74.9084,18.3132,178,1357
EIF6,translation initiation (EIF),0.0366568,293.702,522.001,109,21
EIPR1,other,0.0545186,104.773,51.0932,133,699
ELAC1,other,0.0262201,70.0959,57.7017,198,546
ELAC2,other,0.0531273,95.6909,341.855,141,72
ELAVL1,other,0.235534,92.5253,79.2478,220,3243
ELF1,other,0.0108842,308.023,41.6198,49,469
ELF2,other,0.00868437,63.9514,21.9728,211,2222
ELF3,other,0.00140103,43.2872,23.3329,303,1517
ELF4,other,0.0584556,58.1778,46.2276,244,1080
ELF5,other,0.0179298,46.8418,15.3947,267,2833
ELK3,other,0.00568068,108.413,20.3476,126,2412
ELK4,other,0.0181671,113.646,18.618,120,2202
ELL,other,0.0594558,142.457,48.6835,122,343
ELL2,other,0.050877,97.1458,15.662,134,2635
ELMO2,other,0.0035217,368.974,148.481,44,127
ELMOD2,other,0.0184379,100.067,16.1572,127,2631
ELMOD3,other,-0.0152814,48.9529,26.4436,255,721
ELOA,other,0.0328809,66.0829,35.7762,205,962
ELOB,other,0.114412,67.6621,152.562,402,2830
ELOF1,other,0.375545,169.469,125.994,248,7696
ELOVL1,other,0.009704,38.0247,19.7021,350,2502
ELOVL5,other,0.00190728,43.2813,20.2982,293,2332
ELOVL6,other,0.0042798,58.1068,31.0599,229,1379
ELP1,other,0.097975,209.962,84.1325,82,431
ELP2,other,0.104912,45.0435,88.4742,370,627
ELP3,other,0.165728,87.8146,55.2674,197,1183
ELP4,other,0.0867019,211.827,76.407,99,455
ELP5,other,0.192417,67.4773,51.3039,317,931
ELP6,other,0.00281241,84.8037,88.4172,154,1227
EMC1,other,-0.0401304,73.52,39.0613,195,704
EMC10,other,0.0476061,70.9315,23.3537,187,1041
EMC2,other,0.099186,98.5951,91.8506,158,319
EMC3,other,-0.00754245,29.098,43.1758,458,2600
EMC4,other,-0.00593251,118.246,40.4905,115,868
EMC6,other,-0.0185534,89.7257,30.3404,155,919
EMC7,other,0.0281742,42.6698,16.995,380,2322
EMC8,other,0.0399005,40.2207,15.2001,366,2692
EMC9,other,-0.00771308,57.746,34.9255,251,1038
EMD,other,0.00739971,36.3761,22.9021,360,2879
EME1,other,0.0255753,80.8957,34.669,156,683
EME2,other,0.042738,73.7016,39.0673,181,659
EMG1,other,0.00238511,969.617,111.552,30,205
EMILIN2,other,0.00955749,39.9803,19.5208,316,1777
EML2,other,0.00406302,90.5373,37.6542,150,1166
EML3,other,0.0087671,120.627,87.9551,130,254
EML4,other,-0.00334647,215.748,14.8792,68,2035
EMP3,other,0.0349653,277.921,31.4038,48,1518
EMX1,other,0.0347078,41.5548,27.5959,310,1215
EMX2,other,0.0172345,85.3271,17.6105,150,1813
EN1,other,-0.00844458,2261.97,37.2879,17,2667
EN2,other,0.0442978,58.3546,31.6385,212,5588
ENDOD1,other,0.00541606,308.765,23.6796,49,2351
ENDOG,other,0.0012295,154.228,45.9492,87,2392
ENDOV,other,0.0390858,55.2786,27.7615,251,3350
ENGASE,other,0.0160291,45.0584,29.211,328,4866
ENKD1,other,-0.0176297,111.668,18.5186,122,2280
ENO1,other,0.0584997,151.024,93.946,123,204
ENO2,other,0.0255063,47.5098,21.3188,283,1152
ENO3,other,0.0382246,47.1116,56.6296,285,369
ENOPH1,other,0.0237741,48.2872,16.2848,255,2615
ENOSF1,other,0.0164,47.9617,11.4869,265,2591
ENOX2,other,0.0279248,102.734,26.4435,124,1705
ENPP3,other,0.00876415,46.1237,27.9231,297,1014
ENSA,other,0.0161361,86.5263,33.5332,155,1894
ENTPD4,other,0.0353034,39.5184,16.7969,321,1974
ENTPD6,other,0.00134366,131.718,90.5822,106,209
ENTPD7,other,0.00851669,744.963,20.8222,30,2375
ENTR1,other,-0.0164709,286.918,39.4187,54,646
ENY2,other,0.179904,167.102,128.487,258,135
EOGT,other,-0.00426706,196.668,19.524,71,1982
EOMES,other,-0.0428782,142.358,20.6722,93,2722
EP300,other,0.0412248,179.75,28.7459,95,6149
EPAS1,other,0.0021751,56.363,29.2517,234,1841
EPB41,other,0.0298696,43.0367,23.8839,276,3021
EPB41L2,other,0.0832761,73.8576,36.1312,299,1069
EPB41L5,other,0.00182412,68.1941,54.1585,178,474
EPC1,other,0.069833,160.574,33.8154,100,1949
EPCAM,other,-0.0279137,81.9977,21.6762,144,1641
EPHB4,other,0.00718246,57.2147,94.738,271,200
EPHB6,other,-0.0106658,67.3485,26.9453,201,2547
EPHX1,other,0.00480308,195.19,21.9497,77,911
EPHX2,other,0.00235784,58.7396,20.2609,222,2656
EPN1,other,-0.0186671,89.5013,24.6773,155,1573
EPN2,other,0.0440488,33.5232,14.4871,378,1902
EPOP,other,-0.00914244,53.0148,32.0401,232,787
EPOR,other,0.013782,30.9051,20.6043,416,2571
EPPK1,other,0.022367,74.2111,18.8126,186,1275
EPS15,other,0.0261852,65.8943,14.3729,193,2130
EPS15L1,other,0.00795502,115.965,50.7357,118,541
EPS8L2,other,0.00861969,77.4015,15.7898,164,1551
ERAL1,other,-0.0538426,65.2874,33.2525,231,1018
ERAP1,other,0.00494771,49.022,12.6955,297,2437
ERBIN,other,0.00525173,127.398,19.5699,109,1733
ERC1,other,0.00219719,36.1093,20.6642,340,1412
ERCC1,other,0.00666771,60.95,65.4983,214,2081
ERCC3,other,-0.0730613,74.0648,148.076,269,91
ERCC4,other,0.00157945,26.9083,92.1484,463,432
ERCC5,other,0.00964562,118.4,19.1162,111,1540
ERCC6L2,other,-0.0342946,140.306,23.5045,96,1550
ERCC8,other,0.0334174,703.942,22.7302,34,2156
ERF,other,0.00243127,32.9239,35.8273,403,558
ERG,other,0.0234208,28.3447,22.2242,449,1000
ERG28,other,-0.00308648,58.2176,29.0723,244,1313
ERGIC1,other,-0.00817105,60.9939,32.6155,226,1118
ERGIC2,other,-0.00762622,84.6472,15.344,153,1725
ERGIC3,other,-0.0404829,51.4208,188.825,252,8870
ERH,other,0.0352964,447.457,804.855,36,29
ERI1,other,0.0120935,81.6509,40.1313,164,472
ERI2,other,0.0507073,62.9932,25.3147,187,2511
ERI3,other,0.00990887,54.5212,14.853,231,2186
ERICH1,other,0.0156384,120.233,31.9814,112,1762
ERLEC1,other,0.0194456,166.612,36.6208,87,661
ERLIN1,other,-0.00251725,66.8949,23.2131,197,1136
ERLIN2,other,-0.00773552,73.1143,26.2616,189,1016
ERMAP,other,0.0246448,30.5316,17.6265,441,2102
ERMARD,other,-0.0339446,164.57,59.7248,83,2283
ERMP1,other,0.143143,95.8166,36.6111,177,796
ERN1,other,0.0639377,40.9226,22.7513,361,2875
ERP29,other,0.0195135,191.619,26.1183,72,1644
ERP44,other,-0.019884,46.8703,27.1248,269,1229
ERV3-1,other,0.0305568,96.8352,44.7289,140,825
ESAM,other,-0.00292905,39.2838,15.2592,330,3693
ESCO1,other,-0.0207181,250.005,25.7079,56,1743
ESCO2,other,-0.0283961,341.186,99.5303,46,189
ESD,other,-0.0159422,280.964,17.971,56,1540
ESF1,other,-0.0208566,92.3733,178.817,233,82
ESPN,other,-0.0107298,13.6611,23.5631,1006,1425
ESR1,other,0.00101515,75.3445,25.4904,177,1602
ESR2,other,-0.0193398,41.0649,16.8636,305,2120
ESRRA,other,0.0627573,62.9812,14.7919,205,2344
ESRRB,other,0.0360579,48.1907,11.1393,273,3446
ESRRG,other,0.01258,25.4081,20.9498,519,3334
ESS2,other,-0.0337866,132.829,65.5931,110,281
ESX1,other,-0.00823674,67.7465,18.6472,190,2665
ESYT1,other,0.0176173,60.6051,50.3667,330,392
ESYT2,other,0.117303,272.113,200.486,81,92
ETAA1,other,0.0246549,80.2216,25.9444,169,1544
ETF1,other,-0.00534172,261.93,243.605,69,53
ETFA,other,-0.0197256,86.8202,46.7097,152,2089
ETFB,other,-0.0245458,36.1027,66.4647,359,4021
ETFDH,other,-0.0199993,62.4262,302.09,196,91
ETFRF1,other,0.0234932,51.216,17.771,253,1456
ETHE1,other,0.0158628,47.0314,16.8173,304,2444
ETNK1,other,0.0203594,48.9781,30.1565,294,1526
ETNK2,other,-0.00470274,53.1315,24.925,240,1416
ETS1,other,-0.0387289,39.3306,25.3179,352,904
ETS2,other,-0.0255464,191.412,29.3027,91,3322
ETV1,other,-0.0382187,92.7968,43.8089,129,2900
ETV2,other,0.00198475,46.4983,28.211,286,959
ETV3,other,-0.0176042,43.585,26.4209,315,948
ETV3L,other,-0.00536758,79.1562,30.3113,156,2290
ETV4,other,-0.0661377,380.311,31.7948,96,1077
ETV5,other,-0.0114623,2392.9,35.2217,19,473
ETV6,other,0.00822553,50.0484,16.7889,250,2361
ETV7,other,0.0300647,170.191,15.3495,75,1844
EVA1B,other,-0.0183074,75.8773,18.8944,171,1885
EVI5,other,0.0325504,110.455,19.7646,117,3937
EVL,other,0.0610998,67.1737,12.6584,203,2549
EVX1,other,-0.0242465,62.3236,22.0856,207,2921
EVX2,other,0.027985,72.2415,22.4654,205,1552
EWSR1,other,0.12516,97.1918,61.4594,158,2313
EXD3,other,0.00427975,72.1081,27.3952,172,1350
EXO1,other,-0.0131694,53.7868,65.0926,251,316
EXO5,other,0.0199863,504.919,23.0921,38,1077
EXOC1,other,0.0749837,44.1166,77.3025,351,287
EXOC2,other,0.0143547,61.6157,636.638,204,24
EXOC3,other,0.0399603,30.225,89.7005,450,211
EXOC4,other,-0.107599,139.598,126.683,187,410
EXOC5,other,0.0514841,70.6635,178.37,266,78
EXOC6,other,0.00511186,823.832,46.8975,27,2820
EXOC7,other,-0.0153672,285.077,84.9251,63,405
EXOC8,other,0.0431593,238.956,83.538,52,467
EXOG,other,0.0174292,132.531,19.4257,98,1270
EXOSC1,exosome (EXOSC),0.0813832,79.5866,190.756,170,171
EXOSC10,exosome (EXOSC),-0.000640077,89.7761,1328.14,210,10
EXOSC3,exosome (EXOSC),0.0230806,461.785,794.204,60,10
EXOSC5,exosome (EXOSC),0.0405334,563.724,208.928,45,72
EXOSC6,exosome (EXOSC),-0.0638257,639.65,125.448,51,92
EXOSC8,exosome (EXOSC),-0.0459637,309.038,201.752,131,99
EXOSC9,exosome (EXOSC),0.0174313,421.16,64.7162,58,241
EXPH5,other,0.0200595,184.711,17.9832,78,2082
EXT2,other,0.0134318,66.2699,28.5846,203,1216
EXTL2,other,-0.012606,67.2082,54.4481,190,1938
EXTL3,other,-0.0181188,78.4243,30.5085,161,590
EYA3,other,0.0120067,103.765,24.5761,132,695
EZH1,other,0.000381686,51.7358,21.5355,236,850
EZR,other,-0.00821004,33.44,39.9961,367,641
F11R,other,0.016574,52.9037,18.9763,241,1347
F12,other,0.00741319,30.4433,21.3913,402,2745
F2R,other,-0.010554,133.763,13.1763,89,2927
F8A1,other,0.0190543,243.81,26.212,56,1285
FABP5,other,0.0172063,49.9442,19.9647,250,1238
FADS1,other,0.0362669,50.1132,31.1823,251,2069
FADS2,other,0.0508085,26.7058,23.6233,489,1888
FADS3,other,0.00743406,279.951,34.3683,58,2267
FAF1,other,0.0377875,54.9195,32.052,225,6159
FAF2,other,-0.0192233,39.6022,101.917,379,288
FAH,other,0.0057915,33.722,15.1532,379,2143
FAHD1,other,0.0162195,57.0107,26.7567,218,4352
FAHD2A,other,-0.00861765,24.5452,53.0372,535,381
FAHD2B,other,0.0141468,219.611,15.7415,62,3939
FAIM,other,0.00867109,213.511,18.6959,64,1283
FAM110A,other,0.0385469,70.8222,24.7616,191,1058
FAM111A,other,0.0136749,138.041,14.6803,94,2171
FAM114A2,other,-0.000830171,60.2525,13.9572,215,2527
FAM117A,other,-0.00253843,26.7353,15.5859,495,1580
FAM117B,other,0.0104399,160.451,34.6806,89,1327
FAM118A,other,0.0181539,43.5466,46.2234,298,826
FAM118B,other,0.0737468,97.8725,32.3478,157,1252
FAM120AOS,other,0.0426083,50.3349,14.4456,255,2048
FAM120B,other,-0.015093,65.3251,14.7175,186,2092
FAM120C,other,0.0111725,60.9474,32.2525,211,535
FAM124B,other,-0.00693531,79.1009,25.0106,170,1855
FAM131A,other,0.0106994,79.7669,43.5911,158,598
FAM133B,other,0.0437717,172.881,29.3502,86,1581
FAM135A,other,0.0144009,76.8105,19.4453,167,1380
FAM136A,other,0.0872991,242.606,32.0849,89,572
FAM13A,other,0.0189,72.38,22.8697,174,2216
FAM13B,other,0.0322467,107.088,58.3387,118,260
FAM156A,other,-0.0063189,59.9261,21.7958,212,1157
FAM156B,other,0.0409079,14.2602,27.6802,1006,1919
FAM161A,other,0.0331688,507.847,44.9801,39,1674
FAM162A,other,0.0109049,117.141,39.452,113,530
FAM168B,other,-0.0115897,101.654,15.2202,134,2514
FAM170A,other,-0.0236162,138.643,30.062,95,933
FAM171A1,other,-0.0351183,58.0237,30.3026,216,1073
FAM174A,other,0.0293519,83.7291,29.1508,167,1049
FAM174C,other,-0.0492777,90.0328,23.1999,153,1257
FAM177A1,other,0.0253013,99.5139,26.8869,130,1163
FAM184A,other,-0.00486964,55.5841,14.5459,237,1986
FAM185A,other,-0.0128849,158.724,26.1385,85,2896
FAM193A,other,-0.0497336,54.7944,54.625,226,2203
FAM193B,other,-0.0141352,57.9149,23.9663,237,1091
FAM199X,other,-0.00775512,45.1678,18.2042,271,2114
FAM200B,other,0.00819296,60.1605,21.4714,202,971
FAM204A,other,0.0232304,79.1139,94.2213,185,349
FAM20B,other,-0.0293316,141.312,49.3776,122,1152
FAM210A,other,-0.000993364,99.3882,79.5002,163,347
FAM210B,other,0.00310148,38.3074,29.6167,330,3658
FAM216A,other,0.000779608,1992.37,26.2216,20,1498
FAM217B,other,0.03482,75.6612,19.4094,157,1463
FAM219B,other,0.00633849,31.2078,27.6651,380,2262
FAM222B,other,-0.0384757,37.3691,19.5592,347,1779
FAM229A,other,0.0273891,29.5306,15.5686,415,3418
FAM229B,other,0.0256554,72.5885,42.1887,172,5284
FAM241A,other,-0.0319467,48.6195,32.2137,329,1385
FAM241B,other,0.027547,63.1971,33.2038,203,2181
FAM24B,other,0.0284595,97.4655,35.7811,130,3897
FAM3A,other,-0.0167203,56.7742,30.7178,217,2344
FAM3C,other,0.038174,48.1681,31.999,254,1866
FAM50A,other,-0.0183774,523.585,26.787,42,3096
FAM53B,other,-0.00422672,86.2551,21.0604,148,3557
FAM53C,other,-0.00358498,65.4146,15.3854,215,1944
FAM72C,other,-6.7378e-05,66.8281,19.1209,191,3451
FAM76A,other,-0.0125573,39.2475,30.1714,302,4687
FAM76B,other,0.0218501,83.9754,28.4461,152,1574
FAM78A,other,0.024622,46.2693,23.5115,271,3837
FAM83D,other,0.0114426,34.9993,12.242,339,4102
FAM83G,other,-0.00466961,150.373,14.3713,89,2770
FAM83H,other,-0.0141841,73.1021,22.0703,243,1162
FAM89A,other,0.00736136,44.5659,21.0231,278,2912
FAM89B,other,-0.022238,53.4753,34.0009,236,743
FAM8A1,other,0.00916929,40.5963,17.4806,316,1879
FAM91A1,other,-0.0165766,78.971,22.6196,160,1881
FAM98A,other,0.0243575,59.0735,34.473,210,2784
FAM98B,other,0.117169,122.329,76.664,120,1314
FAM98C,other,-0.0294572,40.7569,26.0908,306,2151
FAN1,other,-0.0170339,44.6838,15.6153,293,1705
FANCA,other,-0.0103458,169.052,29.9177,70,1131
FANCB,other,0.0454026,117.853,49.415,121,1167
FANCD2,other,-0.0110052,88.3252,42.6804,142,877
FANCE,other,-0.0490142,434.92,47.4193,40,704
FANCF,other,-0.00233204,143.582,39.0587,85,862
FANCG,other,0.0252334,44.5706,29.4672,315,904
FANCI,other,0.0519494,1642.06,76.5569,20,284
FANCL,other,-0.0327082,141.713,86.5296,88,438
FANCM,other,0.0159046,182.126,55.1679,78,1385
FAR1,other,0.0152222,39.9645,16.2092,400,2441
FAR2,other,-0.00989331,75.5257,18.9736,175,2648
FARP2,other,0.0279203,45.2654,13.7529,289,3108
FARS2,other,0.0364448,150.65,38.0007,90,1000
FARSA,other,0.141655,264.309,211.396,141,114
FASTK,other,-0.043317,93.8815,23.5513,192,1323
FASTKD1,other,-0.0289093,97.7536,20.1103,143,1129
FASTKD2,other,-0.00547545,1706.85,18.7025,19,2065
FASTKD3,other,0.0810797,103.374,36.5302,136,1342
FASTKD5,other,0.00347431,55.4823,26.0615,317,1751
FAXDC2,other,0.0166784,26.4715,15.8102,479,1631
FBF1,other,-0.00168987,41.8092,39.6776,306,930
FBH1,other,0.00062371,59.6051,21.5833,218,2117
FBL,other,-0.0237054,667.581,578.929,48,16
FBLIM1,other,0.012742,50.2434,34.262,291,1056
FBRS,other,0.00722089,411.689,42.619,46,1119
FBRSL1,other,-0.00114963,273.546,1248.28,70,10
FBXL12,other,-0.00105346,36.8576,21.4047,345,1187
FBXL14,other,0.069749,88.8358,43.5401,648,438
FBXL15,other,0.0560591,442.628,107.547,37,4842
FBXL19,other,-0.0310977,30.1791,31.5342,467,742
FBXL20,other,-0.0362513,82.8265,34.3315,147,866
FBXL3,other,0.0255649,82.1185,51.2726,155,1539
FBXL4,other,0.0280491,50.0482,19.3642,261,1428
FBXL5,other,-0.00466681,29.0961,35.5464,491,719
FBXL8,other,-0.00474183,35.9879,32.0619,383,673
FBXO11,other,0.0512474,127.92,52.3137,110,2597
FBXO21,other,-0.026459,67.682,33.8271,197,4012
FBXO22,other,0.0158734,55.6821,24.4833,226,2702
FBXO25,other,0.0104603,55.716,22.294,227,2274
FBXO28,other,-0.0216509,1023.39,38.6415,30,1165
FBXO3,other,-0.00637016,31.7058,66.395,418,496
FBXO31,other,-0.0211662,54.4632,17.1729,237,1952
FBXO33,other,-0.0284425,79.7511,31.3649,159,1519
FBXO34,other,-0.0139723,54.513,27.7491,236,672
FBXO38,other,0.0238006,65.5213,29.3867,198,1420
FBXO4,other,0.0166803,52.37,22.2765,238,1523
FBXO41,other,-0.00279127,52.0891,18.4347,251,1399
FBXO42,other,0.0281007,60.6001,42.4459,305,863
FBXO44,other,0.00542782,46.5267,17.8025,272,2655
FBXO45,other,0.00424966,75.9126,15.8669,183,2071
FBXO46,other,-0.0430649,57.2006,46.828,239,1460
FBXO5,other,-0.0381311,48.9368,168.637,287,115
FBXO6,other,-0.014395,168.344,21.0072,85,1392
FBXO7,other,-0.0273146,146.371,22.0457,89,1514
FBXO8,other,-0.0136674,148.052,35.0383,98,1300
FBXO9,other,0.00254659,44.6452,27.5616,281,7787
FBXW11,other,0.0246802,49.47,698.081,334,10
FBXW2,other,-0.0298472,63.0027,30.6083,208,2273
FBXW4,other,0.0294027,44.3233,19.1167,305,1303
FBXW5,other,0.00277059,232.65,27.2858,64,1929
FBXW7,other,0.0890073,20.9114,26.2483,798,2433
FBXW9,other,0.0389608,158.396,30.6307,88,3324
FCER1G,other,-0.0259994,96.643,16.5203,141,2701
FCGR2A,other,0.0357677,68.7484,22.9539,174,2276
FCHO1,other,-0.0275735,110.223,33.6653,127,1028
FCHSD1,other,2.53086e-05,126.875,13.8882,96,2348
FDFT1,other,0.0309955,50.1986,27.9625,257,909
FDPS,other,-0.0092355,1136.63,225.586,22,52
FDX1,other,-0.0613778,62.7485,79.7785,209,382
FDX2,other,0.0482729,62.3423,138.132,276,154
FDXR,other,0.0283415,35.5606,44.8845,387,836
FECH,other,-0.013447,9404.58,28.3863,6,780
FEM1A,other,0.0366499,57.275,88.3585,226,1165
FEM1B,other,0.0318198,69.893,26.8243,187,967
FEN1,other,0.0153693,42.2068,42.905,320,576
FERD3L,other,0.00402835,75.1106,19.6944,170,1074
FERMT2,other,0.0351406,85.8349,20.437,200,1613
FERMT3,other,-0.00269438,63.0866,14.7882,195,2199
FES,other,-0.00180087,239.344,21.5376,63,1353
FEV,other,0.0264844,41.715,26.9613,314,1035
FEZ1,other,-0.0178036,50.8295,22.4086,234,4637
FEZ2,other,-0.0105789,37.115,49.6977,374,3508
FEZF1,other,0.0168973,53.6765,20.7504,250,2682
FEZF2,other,-0.00176896,139.692,34.4973,93,1114
FGF2,other,-0.0334798,71.4367,21.3399,171,1315
FGFR1,other,-0.0144487,47.8762,158.039,298,100
FGFR1OP2,other,-0.0263202,32.9675,41.6367,382,944
FGFRL1,other,0.00306111,66.244,24.3633,188,863
FGGY,other,0.0463617,44.7511,16.3593,298,3265
FH,other,0.0627351,136.955,354.243,108,94
FHIT,other,0.00524577,55.372,78.7872,258,2065
FHL2,other,0.0150086,62.8979,29.103,218,844
FHOD1,other,0.0112889,89.5075,18.092,135,1601
FIBP,other,0.0392088,82.5046,19.8614,179,3375
FIGLA,other,-0.0152593,49.1253,27.3851,327,1268
FIGNL1,other,-0.0244378,46.4413,46.1351,248,885
FIS1,other,0.0309101,59.2812,96.7332,226,182
FIZ1,other,0.0166837,77.094,18.8787,194,2399
FKBP11,other,0.056516,54.1714,19.447,258,1337
FKBP14,other,0.0368016,56.731,19.4225,227,2526
FKBP15,other,0.0182256,110.837,44.2797,123,450
FKBP1A,other,0.0379221,110.755,28.4046,131,654
FKBP1B,other,-0.0225073,131.861,31.279,107,2228
FKBP2,other,0.0165667,70.3788,65.7058,183,1074
FKBP3,other,0.0225634,32.1633,32.4983,397,1383
FKBP4,other,-0.0179326,70.2276,38.0792,184,877
FKBP5,other,-0.0130524,59.11,23.7026,213,1800
FKBP7,other,-0.0268424,40.8599,19.6164,311,1765
FKBP8,other,-0.0400631,118.024,100.161,135,4401
FKBPL,other,-0.0116119,606.292,26.6948,37,720
FKRP,other,0.0450861,59.7813,29.4463,229,1177
FLAD1,other,0.0817688,75.195,79.2454,174,393
FLCN,other,0.0321629,166.128,32.1242,105,978
FLI1,other,-0.00495529,119.609,44.7596,143,897
FLII,other,0.0091572,59.4336,33.1299,320,1264
FLNA,other,0.010272,38.7795,28.294,328,1413
FLNB,other,-0.0155037,74.9093,18.9803,169,1562
FLOT1,other,0.0114705,62.5711,21.1774,208,1743
FLOT2,other,-0.0226002,53.6947,18.3764,230,3965
FLVCR1,other,0.0157257,149.654,17.2691,119,1395
FLYWCH1,other,-0.00740212,63.9679,23.6623,246,1873
FLYWCH2,other,-0.0153753,55.2379,23.3282,241,2245
FMC1,other,0.0205476,73.9306,16.2123,166,1484
FMNL1,other,0.0132831,72.0912,21.5417,187,1361
FMNL3,other,0.0163533,48.077,38.238,265,500
FMR1,other,-0.0307751,52.836,67.5129,252,339
FN1,other,0.00663272,70.9559,112.746,196,135
FN3KRP,other,0.0122039,173.477,14.9872,81,4155
FNBP1,other,0.018633,898.12,27.099,32,1207
FNBP4,other,0.181192,56.5782,93.0177,357,549
FNDC10,other,0.0029063,115.287,24.1743,121,3330
FNDC3A,other,-0.0276408,37.1741,17.8108,340,1963
FNDC3B,other,0.0109373,76.4897,24.9206,152,2175
FNIP1,other,0.0371072,128.657,18.8386,121,1876
FNIP2,other,-0.00737777,60.9859,44.5696,210,480
FOS,other,0.022105,31.2844,17.2687,406,1510
FOSB,other,-0.0481222,42.3888,27.0407,311,1678
FOSL1,other,-0.0190918,78.8483,32.7489,192,561
FOSL2,other,0.0150397,148.649,21.2102,87,2180
FOXA1,other,-0.0251949,51.8267,28.0357,240,1384
FOXA2,other,0.0262194,147.893,22.3909,85,1422
FOXA3,other,0.0138516,72.4158,19.7052,183,2008
FOXB1,other,0.00845262,60.1091,16.3147,208,1892
FOXB2,other,0.0330754,1078.55,14.4382,24,1954
FOXC1,other,0.0135344,69.1461,31.8456,188,3018
FOXC2,other,-0.0276236,76.9853,29.9332,167,1975
FOXD1,other,0.000862613,89.3133,22.4393,154,1090
FOXD2,other,0.0237018,78.1642,44.1254,165,2153
FOXD3,other,-0.00434966,29.0267,25.0211,434,1264
FOXD4,other,0.0317163,54.4029,35.6043,240,3939
FOXD4L1,other,-0.0442366,81.0312,33.9553,184,1234
FOXE1,other,0.0203299,51.539,17.1273,253,1640
FOXE3,other,-0.0179298,61.6832,18.4511,210,1299
FOXF1,other,0.0208556,50.5596,13.3872,240,2846
FOXF2,other,-0.0145583,145.835,25.9635,88,2769
FOXG1,other,0.0300939,75.7317,23.8593,184,1321
FOXH1,other,0.000902558,44.2798,30.5646,286,850
FOXI1,other,-0.0127207,45.823,25.8168,281,3105
FOXI2,other,0.0161128,119.544,17.6668,110,1691
